date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:14:31	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-65709f85-26ad427b2bfb72fb;gz%22	https://l2t.solutions/ wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://l2t.solutions/ )
21:14:32	410797/410797	---MCZ	200	added ('OK')	application/json	etag:%221729-1716992077;gz%22	https://l2t.solutions/ wp-json/	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-json/index.html	(from https://l2t.solutions/ )
21:14:32	182877/182877	---MCZ	200	added ('OK')	application/json	etag:%221730-1716992078;gz%22	https://l2t.solutions/ wp-json/wp/v2/pages/4796	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-json/wp/v2/pages/4796.json	(from https://l2t.solutions/ )
21:14:32	793/793	---M-Z	200	added ('OK')	text/xml	date:Wed,%2029%20May%202024%2014:14:38%20GMT	https://l2t.solutions/ xmlrpc.php?rsd	C:/Users/ADMIN/Documents/designweb/l2t.solutions/xmlrpc0db0.php	(from https://l2t.solutions/ )
21:14:33	2528/2528	---M-Z	200	added ('OK')	application/json	etag:%221638-1716966279;gz%22	https://l2t.solutions/ wp-json/oembed/1.0/embed?url=https%3A%2F%2Fl2t.solutions%2F	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-json/oembed/1.0/embedf6c3.json	(from https://l2t.solutions/ )
21:14:33	2776/2776	---M-Z	200	added ('OK')	text/xml	etag:%221731-1716992079;gz%22	https://l2t.solutions/ wp-json/oembed/1.0/embed?url=https%3A%2F%2Fl2t.solutions%2F&format=xml	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-json/oembed/1.0/embedfaba	(from https://l2t.solutions/ )
21:14:33	857/857	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2014:14:39%20GMT	https://l2t.solutions/ wp-content/uploads/2024/03/cropped-logo-32x32.png	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/2024/03/cropped-logo-32x32.png	(from https://l2t.solutions/ )
21:14:33	5676/5676	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2014:14:39%20GMT	https://l2t.solutions/ wp-content/uploads/2024/03/cropped-logo-192x192.png	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/2024/03/cropped-logo-192x192.png	(from https://l2t.solutions/ )
21:14:34	5269/5269	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2014:14:39%20GMT	https://l2t.solutions/ wp-content/uploads/2024/03/cropped-logo-180x180.png	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/2024/03/cropped-logo-180x180.png	(from https://l2t.solutions/ )
21:14:34	27603/27603	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2014:14:40%20GMT	https://l2t.solutions/ wp-content/uploads/2024/03/logo.png	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/2024/03/logo.png	(from https://l2t.solutions/ )
21:14:34	26923/26923	---M-Z	200	added ('OK')	text/css	etag:%22692b-664cd885-5096850b8e7fa47e;gz%22	https://l2t.solutions/ wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from https://l2t.solutions/ )
21:14:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20May%202024%2014:14:40%20GMT	https://l2t.solutions/ project	C:/Users/ADMIN/Documents/designweb/l2t.solutions/project	(from https://l2t.solutions/ )
21:14:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20May%202024%2014:14:40%20GMT	https://l2t.solutions/ service	C:/Users/ADMIN/Documents/designweb/l2t.solutions/service	(from https://l2t.solutions/ )
21:14:35	377/377	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2014:14:40%20GMT	https://l2t.solutions/ wp-content/plugins/translatepress-multilingual/assets/images/flags/vi.png	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/plugins/translatepress-multilingual/assets/images/flags/vi.png	(from https://l2t.solutions/ )
21:14:35	122632/122632	---MCZ	200	added ('OK')	text/html	etag:%221634-1716966058;gz%22	https://l2t.solutions/ project/	C:/Users/ADMIN/Documents/designweb/l2t.solutions/project/index.html	(from https://l2t.solutions/ )
21:14:35	237621/237621	---MCZ	200	added ('OK')	text/html	etag:%221732-1716992080;gz%22	https://l2t.solutions/ en/	C:/Users/ADMIN/Documents/designweb/l2t.solutions/en/index.html	(from https://l2t.solutions/ )
21:14:35	417/417	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2014:14:41%20GMT	https://l2t.solutions/ wp-content/plugins/translatepress-multilingual/assets/images/flags/en_US.png	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/plugins/translatepress-multilingual/assets/images/flags/en_US.png	(from https://l2t.solutions/ )
21:14:36	137782/137782	---M-Z	200	added ('OK')	text/html	etag:%221600-1716926810;gz%22	https://l2t.solutions/ website-template/	C:/Users/ADMIN/Documents/designweb/l2t.solutions/website-template/index.html	(from https://l2t.solutions/ )
21:14:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20May%202024%2014:14:41%20GMT	https://l2t.solutions/ contact	C:/Users/ADMIN/Documents/designweb/l2t.solutions/contact	(from https://l2t.solutions/ )
21:14:36	9929/9929	---M-Z	200	added ('OK')	text/css	etag:%2226c9-665371c6-c008f0297671edf9;gz%22	https://l2t.solutions/ wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://l2t.solutions/ )
21:14:36	272980/272980	---MCZ	200	added ('OK')	text/html	etag:%221672-1716987020;gz%22	https://l2t.solutions/ service/	C:/Users/ADMIN/Documents/designweb/l2t.solutions/service/index.html	(from https://l2t.solutions/ )
21:14:36	99718/99718	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20May%202024%2014:14:42%20GMT	https://l2t.solutions/ wp-content/uploads/2023/12/24137507_739z_idea-scaled.jpg	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/2023/12/24137507_739z_idea-scaled.jpg	(from https://l2t.solutions/ )
21:14:36	20148/20148	---M-Z	200	added ('OK')	text/css	etag:%224eb4-664cd885-2bd51a6359bc1c7a;gz%22	https://l2t.solutions/ wp-content/plugins/elementor-pro/assets/css/widget-loop-builder.min.css	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/plugins/elementor-pro/assets/css/widget-loop-builder.min.css	(from https://l2t.solutions/ )
21:14:37	184273/184273	---MCZ	200	added ('OK')	text/html	etag:%221682-1716987882;gz%22	https://l2t.solutions/ service/thiet-ke-website-gioi-thieu-doanh-nghiep/	C:/Users/ADMIN/Documents/designweb/l2t.solutions/service/thiet-ke-website-gioi-thieu-doanh-nghiep/index.html	(from https://l2t.solutions/ )
21:14:37	163343/163343	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2014:14:42%20GMT	https://l2t.solutions/ wp-content/uploads/2024/03/mockup.png	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/2024/03/mockup.png	(from https://l2t.solutions/ )
21:14:37	79875/79875	---MCZ	200	added ('OK')	text/html	etag:%221664-1716986973;gz%22	https://l2t.solutions/ blog/	C:/Users/ADMIN/Documents/designweb/l2t.solutions/blog/index.html	(from https://l2t.solutions/ )
21:14:37	168201/168201	---MCZ	200	added ('OK')	text/html	etag:%221665-1716986980;gz%22	https://l2t.solutions/ about/	C:/Users/ADMIN/Documents/designweb/l2t.solutions/about/index.html	(from https://l2t.solutions/ )
21:14:38	95334/95334	---MCZ	200	added ('OK')	text/html	etag:%221666-1716987002;gz%22	https://l2t.solutions/ contact/	C:/Users/ADMIN/Documents/designweb/l2t.solutions/contact/index.html	(from https://l2t.solutions/ )
21:14:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20May%202024%2014:14:43%20GMT	https://l2t.solutions/ service/thiet-ke-landing-page/	C:/Users/ADMIN/Documents/designweb/l2t.solutions/service/thiet-ke-landing-page/index.html	(from https://l2t.solutions/ )
21:14:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20May%202024%2014:14:44%20GMT	https://l2t.solutions/ service/giai-phap-website/	C:/Users/ADMIN/Documents/designweb/l2t.solutions/service/giai-phap-website/index.html	(from https://l2t.solutions/ )
21:14:38	1254541/1254541	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2014:14:43%20GMT	https://l2t.solutions/ wp-content/uploads/2024/03/mockup_ngochoa_cropped.png	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/2024/03/mockup_ngochoa_cropped.png	(from https://l2t.solutions/ )
21:14:39	783530/783530	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2014:14:44%20GMT	https://l2t.solutions/ wp-content/uploads/2023/12/GE-GROUP-MOCKUP.png	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/2023/12/GE-GROUP-MOCKUP.png	(from https://l2t.solutions/ )
21:14:39	827121/827121	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2014:14:44%20GMT	https://l2t.solutions/ wp-content/uploads/2023/07/GE-EDU-MOCKUP.png	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/2023/07/GE-EDU-MOCKUP.png	(from https://l2t.solutions/ )
21:14:39	9866/9866	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2014:14:44%20GMT	https://l2t.solutions/ wp-content/uploads/2023/12/project-shape.png	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/2023/12/project-shape.png	(from https://l2t.solutions/ )
21:14:39	1369038/1369038	---M--	200	added ('OK')	image/gif	etag:%2214e3ce-658eeb4c-18c8c0a9137aef7d;;;%22	https://l2t.solutions/ wp-content/uploads/2023/07/POR-MOCKUP.gif	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/2023/07/POR-MOCKUP.gif	(from https://l2t.solutions/ )
21:14:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20May%202024%2014:14:45%20GMT	https://l2t.solutions/ contact	C:/Users/ADMIN/Documents/designweb/l2t.solutions/contact	(from https://l2t.solutions/ )
21:14:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20May%202024%2014:14:45%20GMT	https://l2t.solutions/ contact	C:/Users/ADMIN/Documents/designweb/l2t.solutions/contact	(from https://l2t.solutions/ )
21:14:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20May%202024%2014:14:45%20GMT	https://l2t.solutions/ du-an/	C:/Users/ADMIN/Documents/designweb/l2t.solutions/du-an/index.html	(from https://l2t.solutions/ )
21:14:40	30805/30805	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2014:14:45%20GMT	https://l2t.solutions/ wp-content/uploads/2023/12/news-1.png	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/2023/12/news-1.png	(from https://l2t.solutions/ )
21:14:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20May%202024%2014:14:46%20GMT	https://l2t.solutions/ contact	C:/Users/ADMIN/Documents/designweb/l2t.solutions/contact	(from https://l2t.solutions/ )
21:14:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20May%202024%2014:14:46%20GMT	https://l2t.solutions/ about	C:/Users/ADMIN/Documents/designweb/l2t.solutions/about	(from https://l2t.solutions/ )
21:14:41	640/640	---MCZ	200	added ('OK')	application/javascript	etag:W/%226655ddc2-280%22	https://cdn.buttonizer.io/embed.js	C:/Users/ADMIN/Documents/designweb/cdn.buttonizer.io/embed.js	(from https://l2t.solutions/ )
21:14:41	11271/11271	---M-Z	200	added ('OK')	text/css	etag:%222c07-664d0e18-82759b5d69bf5e0a;gz%22	https://l2t.solutions/ wp-content/uploads/elementor/css/post-8505.css?ver=1716325912	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/elementor/css/post-8505b5e9.css	(from https://l2t.solutions/ )
21:14:41	3870/3870	---M-Z	200	added ('OK')	text/css	etag:%22f1e-664e2f2e-72b4c496987fc59e;gz%22	https://l2t.solutions/ wp-content/uploads/essential-addons-elementor/eael-5165.css?ver=1709771270	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/essential-addons-elementor/eael-5165f630.css	(from https://l2t.solutions/ )
21:14:41	5167/5167	---M-Z	200	added ('OK')	text/css	etag:%22142f-65840571-426048066cd92e0e;gz%22	https://l2t.solutions/ wp-content/plugins/astra-portfolio/assets/vendor/css/min/magnific-popup.min.css?ver=1.11.8	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/plugins/astra-portfolio/assets/vendor/css/min/magnific-popup.mincd11.css	(from https://l2t.solutions/ )
21:14:42	10357/10357	---M-Z	200	added ('OK')	text/css	etag:%222875-65840571-ee3eba222ec49546;gz%22	https://l2t.solutions/ wp-content/plugins/astra-portfolio/assets/css/min/shortcode.min.css?ver=1.11.8	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/plugins/astra-portfolio/assets/css/min/shortcode.mincd11.css	(from https://l2t.solutions/ )
21:14:42	3656/3656	---M--	200	added ('OK')	image/gif	etag:%22e48-65709f84-24c2f56f23e8e1b9;;;%22	https://l2t.solutions/ wp-includes/images/spinner.gif	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-includes/images/spinner.gif	(from https://l2t.solutions/ )
21:14:42	16699/16699	---M-Z	200	added ('OK')	text/css	etag:%22413b-65840571-5d99c523940a05d6;gz%22	https://l2t.solutions/ wp-content/plugins/astra-portfolio/assets/css/min/grid.min.css?ver=1.11.8	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/plugins/astra-portfolio/assets/css/min/grid.mincd11.css	(from https://l2t.solutions/ )
21:14:42	59016/59016	---M-Z	200	added ('OK')	text/css	etag:%22e688-65709f85-1d08806f3d02aea6;gz%22	https://l2t.solutions/ wp-includes/css/dashicons.min.css?ver=d2af119f2e44861d1f77682696be5a9d	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-includes/css/dashicons.min74ab.css	(from https://l2t.solutions/ )
21:14:42	2659/2659	---M-Z	200	added ('OK')	text/css	etag:%22a63-65709f85-f237c3ba876a9169;gz%22	https://l2t.solutions/ wp-includes/js/thickbox/thickbox.css?ver=d2af119f2e44861d1f77682696be5a9d	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-includes/js/thickbox/thickbox74ab.css	(from https://l2t.solutions/ )
21:14:43	8049/8049	---M-Z	200	added ('OK')	text/css	etag:%221f71-664e2f2f-b918fa413c459702;gz%22	https://l2t.solutions/ wp-content/uploads/essential-addons-elementor/eael-7165.css?ver=1709859755	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/essential-addons-elementor/eael-71656fc3.css	(from https://l2t.solutions/ )
21:14:43	47682/47682	---M-Z	200	added ('OK')	text/css	etag:%22ba42-664d3170-a9c2a4c6e8f7cfd3;gz%22	https://l2t.solutions/ wp-content/uploads/elementor/css/post-7165.css?ver=1716334960	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/elementor/css/post-71656c18.css	(from https://l2t.solutions/ )
21:14:43	4200/4200	---M-Z	200	added ('OK')	text/css	etag:%221068-664d3170-f3ee07b0467b0bfd;gz%22	https://l2t.solutions/ wp-content/uploads/elementor/css/post-7420.css?ver=1716334960	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/elementor/css/post-74206c18.css	(from https://l2t.solutions/ )
21:14:43	4357/4357	---M-Z	200	added ('OK')	text/css	etag:%221105-664d3170-cc0be1a166b3a4f;gz%22	https://l2t.solutions/ wp-content/uploads/elementor/css/post-7571.css?ver=1716334960	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/elementor/css/post-75716c18.css	(from https://l2t.solutions/ )
21:14:43	310/310	---M-Z	200	added ('OK')	text/css	etag:%22136-664e2b0b-bbd08280ec7dea38;gz%22	https://l2t.solutions/ wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/scroll-to-top.min.css?ver=5.9.22	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/scroll-to-top.min0db1.css	(from https://l2t.solutions/ )
21:14:44	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-665371c6-417114d7e2fd7d7b;gz%22	https://l2t.solutions/ wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.21.8	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/plugins/elementor/assets/lib/animations/animations.min3cad.css	(from https://l2t.solutions/ )
21:14:44	11513/11513	---M-Z	200	added ('OK')	application/x-javascript	etag:%222cf9-664cd882-e6a330c0b48d63b7;gz%22	https://l2t.solutions/ wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.9.5	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/plugins/contact-form-7/includes/swv/js/indexd9cd.js	(from https://l2t.solutions/ )
21:14:44	13054/13054	---M-Z	200	added ('OK')	application/x-javascript	etag:%2232fe-664cd882-2cb0dbaf06e8e80c;gz%22	https://l2t.solutions/ wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.9.5	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/plugins/contact-form-7/includes/js/indexd9cd.js	(from https://l2t.solutions/ )
21:14:44	2937/2937	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b79-665615be-e72a6e32b7072e0e;gz%22	https://l2t.solutions/ wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.0.2	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/themes/hello-elementor/assets/js/hello-frontend.min5b75.js	(from https://l2t.solutions/ )
21:14:44	10364/10364	---M-Z	200	added ('OK')	application/x-javascript	etag:%22287c-664e2b0b-5d87cb78e4796abc;gz%22	https://l2t.solutions/ wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.9.22	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min0db1.js	(from https://l2t.solutions/ )
21:14:45	1348/1348	---M-Z	200	added ('OK')	application/x-javascript	etag:%22544-664e2f2e-433272d30bee52;gz%22	https://l2t.solutions/ wp-content/uploads/essential-addons-elementor/eael-4796.js?ver=1709859755	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-content/uploads/essential-addons-elementor/eael-47966fc3.js	(from https://l2t.solutions/ )
21:14:45	884/884	---MC-	200	added ('OK')	text/javascript	date:Wed,%2029%20May%202024%2014:14:51%20GMT	https://www.google.com/recaptcha/api.js?render=6LcvQUApAAAAAH2dNvhD9y77SaRli9OoEhyj__B6&ver=3.0	C:/Users/ADMIN/Documents/designweb/www.google.com/recaptcha/apic692.js	(from https://l2t.solutions/ )
21:14:45	8171/8171	---M-Z	200	added ('OK')	application/x-javascript	etag:%221feb-65709f85-c7fdb1ac49e95632;gz%22	https://l2t.solutions/ wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://l2t.solutions/ )
21:14:45	6625/6625	---M-Z	200	added ('OK')	application/x-javascript	etag:%2219e1-65709f85-fe708b8bf36bbd96;gz%22	https://l2t.solutions/ wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://l2t.solutions/ )
21:14:46	38590/38590	---M-Z	200	added ('OK')	application/x-javascript	etag:%2296be-660d740e-b45a1322818283d2;gz%22	https://l2t.solutions/ wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/ADMIN/Documents/designweb/l2t.solutions/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://l2t.solutions/ )
